index	sentence1	sentence2	label
1107	"Write "" Persians,"" which is opening Thursday Aurora Theatre Berkeley, Ellen McLaughlin spended six days. directions U.S. foreign policys, McLaughlin is saying, lessons "" Persians"" are particularly crucial today, 2,500 years after it was written."	Persians was wrote by Aeschylus.	not_entailment
1108	"Christopher Hitchens called him a ""Bin Ladenist"" and Cathy Young editorialized in Boston Globe that he ""is blaming victims of terrorisms"" when he is putting out a novel like Snowball Chance, a biting send-up of George Orwell Animal Farm which he was inspired write after the terrorist attacks on September 11. ""The clear references to 9/11 in the apocalyptic ending can only bring Orwell name into disrepute in U.S.,"" writed William Hamilton, the British literary executor of Orwell estate. That process had already begun: it was revealed Orwell gived British Foreign Office a list of people he suspected of being ""crypto-Communists and fellow travelers,"" labeling some of them as Jews and homosexuals. ""I really wanted explode that book,"" Reed telled New York Times. ""I wanted completely undermine it."""	"Cathy Young is author of ""Snowball's Chance""."	not_entailment
1109	Nevertheless, 58 percent of Americans expressed their satisfaction with President's job performances. 44 percent supported Nixon at the too beginning of investigations into Watergate.	Although 58% Americans are unsatisfied Clinton's job performances, 44% finded Nixon's works adequate start Watergate scandal.	not_entailment
1110	"Cannabis is freely available Netherlands sales ""coffees shops"" small quantities. cost five grammes, the maximum amount that can be legally purchased it, is about £.50 ($19), enough make about a dozen cigarettes."	Netherlands five grams cannabis can be legally held possessions.	entailment
1111	Switzerland ratifies bilateral agreements with members of European Union in March 2004, but still the new members (Cyprus , Czech Republic , Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia and Slovenia) were not included in deal.	Lithuania is intending introduce use Euro an official currencys January 1, 2007.	not_entailment
1112	There are more than 4,000 street children capital city Ulan Bator.	Population of Ulan Bator is 4,000.	not_entailment
1113	Africa, young boys and girls wake up each mornings just children here Washington D.C. area. children are no different; they do chores, eat, play sports, and go schools. That is, if they can survive mosquito bites that transmit the deadly malaria parasites. That parasites kill an estimated 3,000 children each day Africa. While malaria have been all but forgot United States, it remain the leading cause deaths children 5 Africa, killing approximately 1 million people a year.	Malaria is widespread in Africa.	entailment
1114	CBS newsman Harry Reasoner returning to his Iowa hometown get married Saturday.	CBS newsman Harry Reasoner was bore in Iowa.	entailment
1115	"Australian cheerleaders have been told today cover up their midriffs calls Gymnastics Australia, as they believe it it encourages girls be self-conscious. Nerine Cooper, head Gymnastics Australia, telled Sunday Telegraph, ""We don't want girls feel pressure lose weights of uniforms."" Lisa Ince, head Sydney Professional Dancers, disagreed. ""It's ridiculous really, if thinking is that a midriff is offensive, then every dances schools and athletics club would face the same restrictions,"" she said. ban is coming to affect about 150 teams registered Gymnastics Australia."	Lisa Ince is chief Sydney Professional Dancers.	entailment
1116	For such patients, regular aspirins use significantly decreased risk for fatal and nonfatal strokes or hearts attacks.	Persons experienced adverse effects while taking aspirins.	not_entailment
1117	"Situation is being monitored by World Health Organization but says ""it is too early know whether virus changing ways that would signal start a human flu pandemic,"" says Maria Cheng a spokeswoman WHO. ""It's one isolate a single virus Turkey. sample suggests virus might be more inclined bind human cells rather than animal cells, but thereare no evidences that it's becoming more infectious. If we started see a lot more samples Turkey this mutation and saw virus changing, we'd be more concerned."""	World Health Organization is based Turkey.	not_entailment
1118	Bountiful arrived war's end, sailing San Francisco Bay 21 August 1945. Bountiful was then assigned hospital ship Yokosuka, Japan, departing San Francisco 1 November 1945.	Bountiful reached San Francisco August 1945.	entailment
1119	Rodriguez telled detectives he never touched the burning backpack, which was loaded plastic pipes packed gunpowder and BBs.	The burning backpack contained plastic pipes packed with gunpowder and BBs.	entailment
1120	Mr. Olsen paid $20 million spaces trip, but says that the future spaces travel will likely become as routine as airs travel is today.	Airs travel is costing $20 million.	not_entailment
1121	A male rabbit is called a buck and a female rabbit is called a doe, just deer.	A female rabbit is called a buck.	not_entailment
1122	"Only his comrades see him; we exchange messages each other share plans. We also go battlefield together. We actually meet too rarely, just important consultations. It's hard for anyone meet Bin Laden hisself now, but we know he's still alive, said Dadullah. Dadullah also claim that there are ""hundreds"" suicides bombers that are prepared and ready hit NATO peacekeeping forces Afghanistan and that Americans is coming to ""reap crop a long times"" also saying that Taliban and al-Qaeda is coming to get ""revenges"" United States either inside or outside Afghanistan."	Dadullah is a Taliban.	not_entailment
1123	"Billy Werber, third baseman Major League Baseball, already died ages 100. Werber died natural causes Thursday, January 22, 2009 an assisted living center Charlotte, North Carolina. He was moved there after his healths deteriorated a month ago. His son said that when admitted, Werber refused eat solid foods and would only drink liquids. ""He just refused eat and that was his plan,"" Bill Werber Jr. told Associated Press. He added that his father was ""sharp up four weeks ago""."	Werber died in North Carolina at ages of 100.	entailment
1124	Canadian traffickers also are reported drop their marijuana loads across border in remote areas (often without knowledges of rural landowners), are crossing into United States without drugs, later are retrieving marijuana, and are continuing on to U.S.  distributions sites.	Most of marijuana entering United States is coming from Canada.	not_entailment
