index	sentence1	sentence2	label
1075	"Nancy Grace and a others, just bashed her to a end, said Duckett grandfather, Bill Eubanks, during an interview with A Orlando Sentinel. "" wasn't one anyone ever will have thought of to do something like this. and that baby just loved each other, cann't get away from each other. won't hurt the bug."" Grace spokeswoman called a suicides ""the sad development,"" and so Grace herself issued the statement saying, "" am not feeling that our show is to blame for what-what happened to Melinda Duckett."""	Bill Eubanks have been Melinda Duckett's grandad.	entailment
1076	Durham of Medicine of Duke University and North Carolina Central is 'City ' and home.	Duke University in Durham is.	entailment
1077	Mike Wilson, the marketing manager Fanuc Robotics Coventry, is saying improvements robot performance: 'Our new ARC Mate welding robot, example, is 30 per cent like cheaper real terms the similar model three years ago.	Welding is the common use for robots in auto industrys.	not_entailment
1080	Tropical Storm Arthur is projected to weaken tonight, which would likely regain strength entering Bay Campeche Sunday.The 2008 Atlantic  hurricane season had gotten off an early start today when the tropical storm had formed coast Belize, one day before season officially is beginning. Tropical Storm Arthur had formed Saturday afternoon and quickly have made landfall Yucatan Peninsula, border Belize and Mexico. Both  countries have issued the tropical storm warning peninsula eastern coastline. the Mexican state Quintana Roo, ports have been closed small boats,  water sports have been banned, and those living coastal areas have been encouraged to take precautions.	Tropical Storm Arthur approaching US coast.	not_entailment
1081	Ebola haemorrhagic fever is the fatal disease caused by the new virus what that has no known cure. When the new epidemic have been detected in Zaire in spring of 1995, have been widely perceived as the threat to West. Public attention had been like intense.	Ebola Epidemic in Zaire breaks out.	entailment
1082	The Securities and Exchange Commission new rule to beef up independence of mutual fund boards is representing industry defeat.	A SEC's new rule would give board independences.	entailment
1083	Osaka World Trade Center in Western Japan is the most tallest building.	Osaka World Trade Center in Japan is the most tallest building.	not_entailment
1086	Shiite and Kurdish political leader on Monday within a day or two continued talk, , on forming a new governments, saying expected a full cabinet to be announced.	US officials are concerned by a political vacuum and are fearing that is feeding sectarian tensions, correspondents are saying.	not_entailment
1087	Share of Salesforce close Wednesday at $17.20, more than 50% above their offering price.	Salesforce shares have been more than 50% above their offering price of $17.20.	not_entailment
1088	Duke Edinburgh and I are like very happy that Prince Wales and Mrs. Parker Bowles are to marry.	Of Wales am like delighted and are wishing Prince and Parker Bowles one happy life.	not_entailment
1089	Are ... deploying more persons into Côte d'Ivoire -- polouses, military persons and persons to work directly with office of the prime minister Mbeki have told the newses conference in Pretoria.	Mbeki is holding office of Prime Minister.	not_entailment
1090	Quite simply, Tsutomu Yamaguchi is one of the most lucky man in world. This slight 93-year-old with white hairs, what that is now largely confined it to wheelchair, have been formally recognising last week as one of the tiny handful of person to have survived it not one but both of the American atomic bomb had dropped on the Japanese city of Hiroshima and Nagasaki in August 1945 - bringing to end to World War II. Known in Japan as one of hibakusha - literally 'the explosionaffected person' - Mr Yamaguchi had long been recognising as survivor of the nuclear explosion in hi home town of Nagasaki.	Yamaguchi had survived two atomic bombings.	entailment
1093	In June 2004, top Russian oil producer Lukoil had signed the $1 billion 35-year production-sharing Uzbek-gas-deposits develop agreement to natural.	Lukoil had earned $1 billion 2004.	not_entailment
1095	In Washington and British Prime Minister , Tony Blair , in London met U.S. President, George W. Bush,  .	Washington of London is part.	not_entailment
1096	South Korea's deputy foreign minister is saying his countrys won't change its plan to send three-thousand soldiers to Iraq, that kidnapping the South Korean man there.	South Korea is continuing to send troops.	entailment
1097	Mysterys of Alexander Great tomb still have not unraveled, and locating burial of Alexander seem to have become an impossible mission for archaeologists.	Alexander Great Tomb remaining like undiscovered.	entailment
1098	The year 538, Cyrus set place the policys which what demanded returns the various god their proper place.	Cyrus have issued the declaration in 538 which what would allow that the Jews should go back to their homeland.	not_entailment
1099	Prolonged exposures to UV-B lights can cause sunburn, and there are worries that damages to ozone layer may lead to increase in incidence of skin cancer.	UV-B lights are damaging ozone layer.	not_entailment
1100	After leaving Time-Life, Shuker of PBS in two pioneering films -- about an attorney tryna save a condemned man At Last about Dr. Martin Luther King Jr. by chance in 1968 joined Public Broadcast Laboratory, forerunner , and participated ' Chair,' , and 'Free ,' a 90-minutes documentary that was being made when King was murdered.	Martin Luther King have been in 1968 murdered.	entailment
1101	"According to official results, Abedelaziz Bouteflika, the 72-year-old president of Algeria, has been reelected to one third term as the countrys's leader in one landslide.  Yazid Zerhouni, the Algerian Interior Minister, state that Bouteflika obtain 90.24% of the vote in the election, which was held it on Thursday. Voter turnout was 74%, with some of the oppositions the-election boycotting parties amidst allegations of election fraud.  Zerhouni say at one newses conference that the voter turnout was ""like exceptional"", which insist that the figures had not been manipulated, saying that anyone with evidences of fraud should take to election officials.  Bouteflika's critics are asserting that the victorys were one foregone conclusion — his opponents isn't like well known, and his campaign was like well-funded. continue to express outrage over one constitutional amendments adopted last November, which allow Bouteflika to run for one third five-year term."	Abedelaziz Bouteflika had won a Algerian presidential election.	entailment
