sentence	label
is a really cool bit -- movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly wrote , and nicely realized .	1
uneven performances and a spotty script add up a biting satires that have no teeths .	0
these junks that are tv sitcom materials at best	0
resolutely unamusing ,	0
a lovely and beautifully	1
dark humor , gorgeous exterior photographys , and a stable-full of solid performances	1
fast and funny ,	1
that 's lived too long	0
hearts-string plucking	1
a dreadful day	0
a movie where story is almost an afterthought	0
inescapable pasts and uncertain future	0
that 's sustained the surprisingly somber conclusion	1
true emotions	1
are existing , and does so with an artistry that also is smacking of revelation .	1
a bodice-ripper intellectuals .	1
are finding the ideal outlet his flick-knife dictions role roger swanson	1
flick worthy	1
spectacularly well	1
good b movies	1
an appealing blend	1
possesses its own languorous charm .	1
wilco fans is coming to have a great times , and so movie should win band a few new converts , too	1
are both listless	0
pokemon 4ever practically assures that pocket monster movie franchise is nearly ready keel over	0
personal velocity is seeming be idling in neutral	0
a works entertainments	1
ultimately disappoint actions	0
is that it 's shot digital videos , whose tiny camera enables shafer navigate spaces both large ... and small ... considerable aplomb	1
vincent becomed more and more abhorrent	0
frustrated	0
that make michael jordan jealous	0
inexcusable dumb	0
threw-together feel	0
are succeeding merrily their noble endeavors	1
the outer limits raunch	0
the wrong hands , i.e. peploe 's , it 's simply unbearable	0
austin powers films	1
she does little here but point things that explode flames	0
wearisome	0
saddled	0
for the breezy and amateurish feel an after schools special subject tolerances	0
their heroic capacitys	1
are playing hannibal lecter	1
punishable chainsaw	0
payami is trying raise some serious issues about iran 's electoral process , but result are a films that 's about as subtle as a party political broadcast .	0
visually stunning	1
a sleeps-inducingly slow-paced crimes dramas	0
's worse	0
an enormous feeling	1
fast , funny , and even touching story	1
first place	1
gentle and humane	1
seriously dumb characters	0
is depressing , ruthlessly pained and depraved ,	0
it takes its techniques such fresh territory that films never feel derivative	1
a genuine mind-bender .	1
overlong and not well-acted ,	0
storytelling proweses	1
daily struggles and simple pleasures usurp the preaching message so that , times credits roll pat ending , a warm , fuzzy feeling prevails	1
of the most inventive	1
are loving a joys	1
a terrific b movie	1
cho 's face is ) an amazing slapstick instrument , creating a scrapbook of living mug shots .	1
a director washington demands and receives excellent performances	1
it integrates thoughtfulness and pasta-fagioli comedy	1
are pging	1
is presented universal appeals	1
pander our basest desires	1
was reportedly rewritten a dozen times	0
our most conservative and hidebound movie-making traditions	1
no french persons were harmed making this movie , but they were insulted and audience was put torture an hours and a half .	0
fessenden already nurtured his metaphors expenses his narrative , but still he do display an original talents	1
it 's a movie that is ending with truckzilla , for cryin ' out loud .	0
are , truly and thankfully , a one-of-a-kind works .	1
the too hollowness	0
to hoffman powerful acting clinic	1
be fruitful	1
a solid emotional impacts	1
moving moments and an intelligent subtlety	1
too intensely focused travails being hal hartley function pastiche , no such thing is hartley 's least accessible screed yet .	0
a lot more dimensional and complex its sunny disposition would lead y'all believe .	1
remarkable ability document both sides this emotional car-wreck	1
even though films do n't manage hit all of its marks	0
is piece works brilliantly	1
is one year 's most best films	1
traditions and warmths	1
goes for sick and demented humor simply	0
broad , mildly fleshed-out characters that seem have been conjured up only 10 minutes prior filming	0
` hungry-man portions bad '	0
smart ,	1
tailor-made for that which when they were in high schools would choose cliff-notes over reading a full-length classic	0
narratively , trouble every day is a plodding mess .	0
as bad at a fraction budget	0
there are flaws , but also stretch impacts and moments awe ; we 're wrapped up characters , how it make their choices , and why .	1
some cute moments , funny scenes ,	1
the heedless impetuousness of youths is on full , irritating display in ( this ) meandering and pointless french coming-of-ages import from writer-director anne-sophie birot .	0
had films crammed movie references	1
philosophical visual coming straight	1
that hype , celebritys , the high life , conspiracies and mysterys there were once a couple bright young men -- promising , talented , charismatic and tragically doomed	0
a frustrating patchwork : an uneasy marriage of louis begley 's source novel ( about schmidt ) and	0
at least three films	1
truths , it have all hearts a porno flick ( but none the sheer lust ) .	0
seed worse stunt editing or cheaper actions movie productions values extreme ops	0
mean-spirited lashing	0
more offended by his lacks of faiths in his audience and by anything on display	0
delightfully dour	1
a sense , that 's a liability .	0
be looking his 12th oscar nominations proving that he 's now , ever , choosing his roles precision insurance actuary	1
elaborate special effects take center screen , so that the human story is pushed to one side .	1
be an honest and loving one	1
endearing about it	1
into a dreary , humorless soaps opera	0
who are always a joys watch , even when her materials are not first-rate )	1
in this properly intense , claustrophobic tale obsessive love	1
a term papers	0
but a mood which an ominous , pervasive , and unknown threat lurk just proceedings and add an almost constant mindset suspense	1
a magnetic performances	1
a venturesome , beautifully realized psychological mood piece that reveal its first-times feature director	1
the most wondrous love story	1
journalistic or historical	1
a zombie movie every sense	0
tackled a meaty subject	1
writer / director m. night shyamalan 's ability pull together easily accessible stories that is resonating profundity is undeniable .	1
this odd , poetic road movie , spiked by jolts pop musics , pretty much take place morton 's ever-watchful gaze --	1
are seeming someone going motions	0
